country,year,population_0-19,population_20-39,population_40-59,population_60+
French Polynesia,2016,43400,87200,71100,32300
French Polynesia,2017,42700,86700,72000,33800
French Polynesia,2018,41600,85600,73100,35400
French Polynesia,2019,39900,84700,74000,37100
French Polynesia,2020,38800,84300,74800,38700
French Polynesia,2021,38100,83900,75600,40300
French Polynesia,2022,37300,83200,76300,42400
French Polynesia,2023,36700,82300,77100,44800
French Polynesia,2024,36400,81300,77800,47200
Gabon,1950,92400,140000,104000,52800
Gabon,1951,93400,140000,104000,53600
Gabon,1952,94300,140000,105000,54400
Gabon,1953,95500,140000,105000,55100
Gabon,1954,96600,141000,106000,55800
Gabon,1955,97700,141000,106000,56500
Gabon,1956,98500,141000,106000,57300
Gabon,1957,99600,142000,107000,57900
Gabon,1958,100900,142000,107000,58600
Gabon,1959,102400,143000,108000,59300
Gabon,1960,104500,143000,108000,60000
Gabon,1961,106800,143000,109000,60600
Gabon,1962,109400,144000,109000,61300
Gabon,1963,112000,144000,110000,61900
Gabon,1964,114600,145000,110000,62600
Gabon,1965,117500,146000,111000,63200
Gabon,1966,120600,147000,111000,63900
Gabon,1967,123700,148000,112000,64500
Gabon,1968,127200,149000,112000,65100
Gabon,1969,131000,151000,113000,65800
Gabon,1970,135100,154000,114000,66600
Gabon,1971,139100,157000,115000,67300
Gabon,1972,143300,160000,116000,67900
Gabon,1973,147800,162000,116000,68600
Gabon,1974,152600,165000,117000,69300
Gabon,1975,158100,168000,118000,70000
Gabon,1976,162900,172000,119000,70700
Gabon,1977,168900,175000,120000,71500
Gabon,1978,175000,179000,121000,72200
Gabon,1979,181100,183000,122000,73000
Gabon,1980,187200,188000,123000,73700
Gabon,1981,194300,193000,124000,74500
Gabon,1982,200600,198000,126000,75300
Gabon,1983,207900,204000,127000,76000
Gabon,1984,214400,210000,128000,76800
Gabon,1985,222000,216000,130000,77600
Gabon,1986,228800,222000,131000,78300
Gabon,1987,235900,229000,133000,79100
Gabon,1988,243100,236000,135000,79900
Gabon,1989,250400,243000,137000,80700
Gabon,1990,257900,251000,139000,81500
Gabon,1991,265500,259000,142000,82300
Gabon,1992,272000,267000,144000,83100
Gabon,1993,279000,276000,147000,84000
Gabon,1994,286000,285000,150000,84900
Gabon,1995,292000,295000,153000,85700
Gabon,1996,299000,306000,157000,86600
Gabon,1997,305000,317000,160000,87600
Gabon,1998,311000,329000,164000,88600
Gabon,1999,319000,341000,168000,89600
Gabon,2000,326000,354000,173000,90500
Gabon,2001,335000,369000,178000,91600
Gabon,2002,343000,384000,183000,92600
Gabon,2003,352000,400000,189000,93800
Gabon,2004,362000,417000,195000,95200
Gabon,2005,371000,436000,202000,96700
Gabon,2006,381000,456000,209000,98400
Gabon,2007,391000,477000,217000,100000
Gabon,2008,401000,500000,226000,102000
Gabon,2009,411000,523000,236000,105000
Gabon,2010,423000,548000,246000,107000
Gabon,2011,436000,574000,257000,110000
Gabon,2012,448000,600000,270000,113000
Gabon,2013,459000,626000,283000,116000
Gabon,2014,471000,650000,296000,120000
Gabon,2015,481000,671000,310000,123000
Gabon,2016,491000,688000,324000,126000
Gabon,2017,500000,702000,338000,130000
Gabon,2018,511000,714000,352000,133000
Gabon,2019,521000,724000,367000,137000
Gabon,2020,531000,734000,383000,141000
Gabon,2021,542000,743000,399000,145000
Gabon,2022,551000,751000,415000,149000
Gabon,2023,559000,759000,432000,154000
Gabon,2024,568000,767000,450000,159000
Gambia,1950,87200,86500,41400,13300
Gambia,1951,87500,89900,42500,13700
Gambia,1952,88300,93400,43700,14200
Gambia,1953,90000,97000,44900,14600
Gambia,1954,92600,100000,46100,15100
Gambia,1955,95800,104000,47400,15500
Gambia,1956,98700,108000,48700,16000
Gambia,1957,101800,111000,50000,16500
Gambia,1958,105000,115000,51300,17000
Gambia,1959,108500,118000,52900,17400
Gambia,1960,112000,121000,54600,18000
Gambia,1961,115600,125000,56500,18500
Gambia,1962,118800,128000,58700,19000
Gambia,1963,121400,131000,61100,19600
Gambia,1964,123100,135000,63500,20200
Gambia,1965,124700,138000,66000,20800
Gambia,1966,126500,142000,68500,21400
Gambia,1967,128800,146000,71100,22000
Gambia,1968,131800,149000,73800,22700
Gambia,1969,135900,151000,76600,23400
Gambia,1970,140300,154000,79500,24200
Gambia,1971,144800,156000,82400,24900
Gambia,1972,149600,160000,85400,25800
Gambia,1973,154400,163000,88400,26600
Gambia,1974,160500,166000,90900,28000
Gambia,1975,166900,169000,92500,30000
Gambia,1976,173300,172000,94000,32100
Gambia,1977,179800,176000,95300,34400
Gambia,1978,186400,181000,96300,36700
Gambia,1979,194000,186000,97100,39200
Gambia,1980,202700,192000,97700,41900
Gambia,1981,210400,199000,98100,44600
Gambia,1982,220000,206000,98400,47300
Gambia,1983,228900,213000,98600,50300
Gambia,1984,239900,222000,99800,52300
Gambia,1985,250100,232000,102000,53300
Gambia,1986,260500,243000,105000,54400
Gambia,1987,272200,254000,108000,55600
Gambia,1988,283200,267000,110000,56900
Gambia,1989,295300,281000,112000,58300
Gambia,1990,308000,296000,114000,59800
Gambia,1991,320000,311000,116000,61300
Gambia,1992,333000,326000,119000,62700
Gambia,1993,344000,339000,123000,63300
Gambia,1994,354000,350000,127000,63300
Gambia,1995,364000,359000,132000,63200
Gambia,1996,375000,367000,137000,63200
Gambia,1997,385000,374000,142000,63300
Gambia,1998,395000,381000,149000,63400
Gambia,1999,405000,389000,155000,63800
Gambia,2000,414000,396000,163000,64300
Gambia,2001,425000,404000,170000,65000
Gambia,2002,436000,413000,178000,65800
Gambia,2003,447000,422000,187000,66900
Gambia,2004,460000,432000,195000,68300
Gambia,2005,473000,443000,204000,69900
Gambia,2006,488000,456000,213000,71800
Gambia,2007,503000,469000,222000,73600
Gambia,2008,520000,484000,232000,75300
Gambia,2009,536000,501000,242000,76700
Gambia,2010,552000,518000,252000,78200
Gambia,2011,567000,537000,261000,80200
Gambia,2012,581000,558000,270000,82600
Gambia,2013,596000,579000,279000,85300
Gambia,2014,608000,601000,287000,88500
Gambia,2015,618000,624000,295000,92000
Gambia,2016,626000,648000,302000,96000
Gambia,2017,631000,672000,308000,101000
Gambia,2018,635000,695000,315000,105000
Gambia,2019,639000,718000,322000,111000
Gambia,2020,646000,742000,330000,117000
Gambia,2021,655000,766000,338000,122000
Gambia,2022,667000,789000,346000,129000
Gambia,2023,679000,812000,356000,136000
Gambia,2024,692000,836000,366000,143000
Georgia,1950,669000,1030000,705000,435000
Georgia,1951,704000,1050000,721000,433000
Georgia,1952,743000,1070000,739000,431000
Georgia,1953,775000,1090000,754000,430000
Georgia,1954,796000,1120000,766000,429000
Georgia,1955,802000,1160000,774000,428000
Georgia,1956,790000,1210000,780000,427000
Georgia,1957,768000,1270000,782000,425000
Georgia,1958,743000,1320000,783000,425000
Georgia,1959,724000,1380000,785000,427000
Georgia,1960,715000,1420000,788000,431000
Georgia,1961,721000,1440000,792000,436000
Georgia,1962,740000,1460000,798000,443000
Georgia,1963,765000,1470000,808000,452000
Georgia,1964,791000,1470000,825000,461000
Georgia,1965,811000,1460000,848000,470000
Georgia,1966,827000,1440000,878000,483000
Georgia,1967,842000,1410000,911000,499000
Georgia,1968,855000,1390000,943000,515000
Georgia,1969,867000,1380000,972000,533000
Georgia,1970,873000,1370000,1000000,551000
Georgia,1971,875000,1370000,1030000,566000
Georgia,1972,881000,1370000,1050000,578000
Georgia,1973,888000,1370000,1070000,590000
Georgia,1974,897000,1380000,1090000,602000
Georgia,1975,909000,1390000,1120000,611000
Georgia,1976,918000,1400000,1150000,617000
Georgia,1977,927000,1410000,1190000,620000
Georgia,1978,935000,1410000,1230000,623000
Georgia,1979,940000,1420000,1270000,627000
Georgia,1980,941000,1430000,1300000,631000
Georgia,1981,939000,1460000,1320000,635000
Georgia,1982,937000,1490000,1330000,642000
Georgia,1983,931000,1530000,1330000,651000
Georgia,1984,924000,1580000,1310000,664000
Georgia,1985,920000,1630000,1280000,681000
Georgia,1986,920000,1660000,1260000,702000
Georgia,1987,925000,1680000,1240000,726000
Georgia,1988,929000,1700000,1230000,752000
Georgia,1989,919000,1700000,1210000,773000
Georgia,1990,898000,1680000,1190000,784000
Georgia,1991,876000,1650000,1170000,789000
Georgia,1992,849000,1620000,1140000,789000
Georgia,1993,817000,1580000,1120000,786000
Georgia,1994,780000,1530000,1090000,779000
Georgia,1995,742000,1480000,1070000,776000
Georgia,1996,707000,1440000,1050000,780000
Georgia,1997,681000,1390000,1030000,786000
Georgia,1998,662000,1350000,998000,793000
Georgia,1999,647000,1300000,975000,797000
Georgia,2000,631000,1250000,958000,796000
Georgia,2001,617000,1200000,950000,790000
Georgia,2002,608000,1170000,959000,777000
Georgia,2003,597000,1150000,986000,760000
Georgia,2004,590000,1140000,1020000,739000
Georgia,2005,585000,1140000,1040000,721000
Georgia,2006,578000,1140000,1060000,709000
Georgia,2007,568000,1140000,1060000,703000
Georgia,2008,561000,1140000,1060000,703000
Georgia,2009,556000,1140000,1050000,705000
Georgia,2010,545000,1140000,1050000,711000
Georgia,2011,532000,1140000,1030000,718000
Georgia,2012,522000,1130000,1020000,725000
Georgia,2013,513000,1110000,1010000,733000
Georgia,2014,507000,1090000,1010000,741000
Georgia,2015,506000,1080000,1000000,748000
Georgia,2016,505000,1070000,995000,756000
Georgia,2017,504000,1060000,989000,764000
Georgia,2018,499000,1050000,982000,775000
Georgia,2019,492000,1040000,975000,787000
Georgia,2020,482000,1030000,967000,799000
Georgia,2021,472000,1010000,958000,806000
Georgia,2022,467000,1010000,954000,814000
Georgia,2023,464000,1000000,954000,827000
Georgia,2024,466000,991000,955000,838000
Germany,1950,10430000,18700000,19500000,9520000
Germany,1951,10720000,18400000,19700000,9770000
Germany,1952,11000000,18100000,19900000,10000000
Germany,1953,11250000,17900000,20100000,10300000
Germany,1954,11440000,17800000,20200000,10500000
Germany,1955,11530000,18000000,20200000,10800000
Germany,1956,11570000,18400000,19900000,11100000
Germany,1957,11570000,18900000,19600000,11500000
Germany,1958,11500000,19500000,19300000,11900000
Germany,1959,11340000,20100000,18900000,12200000
Germany,1960,11020000,20600000,18800000,12500000
Germany,1961,10640000,21000000,18800000,12900000
Germany,1962,10530000,21200000,18700000,13300000
Germany,1963,10630000,21400000,18600000,13600000
Germany,1964,10760000,21600000,18400000,13900000
Germany,1965,11040000,21600000,18200000,14200000
Germany,1966,11370000,21500000,18100000,14500000
Germany,1967,11520000,21400000,17900000,14800000
Germany,1968,11550000,21300000,17800000,15100000
Germany,1969,11490000,21500000,17700000,15300000
Germany,1970,11280000,21600000,17600000,15500000
Germany,1971,11060000,21700000,17600000,15600000
Germany,1972,10850000,22000000,17500000,15800000
Germany,1973,10600000,22400000,17400000,16000000
Germany,1974,10370000,22500000,17400000,16100000
Germany,1975,10190000,22300000,17600000,16100000
Germany,1976,10090000,22100000,18000000,15900000
Germany,1977,10100000,22000000,18600000,15600000
Germany,1978,10230000,21900000,19200000,15300000
Germany,1979,10430000,21900000,19800000,15100000
Germany,1980,10640000,21900000,20200000,15100000
Germany,1981,10810000,22000000,20500000,15200000
Germany,1982,10840000,22100000,20600000,15300000
Germany,1983,10760000,22400000,20700000,15400000
Germany,1984,10560000,22600000,20800000,15400000
Germany,1985,10290000,23100000,20700000,15500000
Germany,1986,9990000,23700000,20500000,15600000
Germany,1987,9680000,24100000,20600000,15700000
Germany,1988,9360000,24400000,20700000,15900000
Germany,1989,9110000,24900000,20800000,16000000
Germany,1990,8960000,25200000,21000000,16200000
Germany,1991,8810000,25400000,21200000,16400000
Germany,1992,8690000,25700000,21400000,16500000
Germany,1993,8610000,25700000,21700000,16600000
Germany,1994,8540000,25600000,21800000,16800000
Germany,1995,8500000,25400000,21900000,17100000
Germany,1996,8520000,25200000,21900000,17400000
Germany,1997,8620000,24900000,21900000,17700000
Germany,1998,8600000,24400000,21900000,18100000
Germany,1999,8530000,23800000,21800000,18600000
Germany,2000,8560000,23500000,21900000,19100000
Germany,2001,8540000,23200000,21900000,19500000
Germany,2002,8510000,22900000,22200000,19900000
Germany,2003,8490000,22500000,22600000,20100000
Germany,2004,8480000,22000000,23000000,20300000
Germany,2005,8480000,21600000,23500000,20400000
Germany,2006,8340000,21000000,24000000,20400000
Germany,2007,8110000,20300000,24500000,20500000
Germany,2008,7940000,19900000,24800000,20700000
Germany,2009,7820000,19700000,24900000,20800000
Germany,2010,7710000,19600000,24900000,21100000
Germany,2011,7600000,19600000,24900000,21300000
Germany,2012,7520000,19400000,25000000,21600000
Germany,2013,7480000,19400000,24900000,21900000
Germany,2014,7540000,19600000,24800000,22200000
Germany,2015,7720000,19900000,24700000,22500000
Germany,2016,7910000,20300000,24500000,22700000
Germany,2017,7980000,20400000,24300000,23000000
Germany,2018,7980000,20500000,24100000,23300000
Germany,2019,7970000,20600000,23900000,23700000
Germany,2020,7920000,20500000,23600000,24000000
Germany,2021,7840000,20400000,23400000,24500000
Germany,2022,7790000,20300000,23300000,25100000
Germany,2023,7760000,20100000,23100000,25700000
Germany,2024,7690000,19900000,22800000,26200000
Ghana,1950,1460000,1500000,558000,326000
Ghana,1951,1520000,1570000,576000,321000
Ghana,1952,1580000,1640000,596000,315000
Ghana,1953,1650000,1710000,618000,311000
Ghana,1954,1690000,1780000,641000,307000
Ghana,1955,1740000,1840000,668000,304000
Ghana,1956,1790000,1890000,696000,303000
Ghana,1957,1830000,1950000,725000,302000
Ghana,1958,1880000,1990000,756000,302000
Ghana,1959,1930000,2040000,789000,303000
Ghana,1960,1980000,2080000,825000,305000
Ghana,1961,2040000,2100000,850000,316000
Ghana,1962,2100000,2120000,861000,336000
Ghana,1963,2170000,2140000,872000,353000
Ghana,1964,2250000,2160000,883000,369000
Ghana,1965,2330000,2190000,897000,382000
Ghana,1966,2390000,2210000,914000,394000
Ghana,1967,2450000,2240000,932000,405000
Ghana,1968,2500000,2270000,953000,415000
Ghana,1969,2560000,2300000,976000,423000
Ghana,1970,2620000,2350000,1010000,427000
Ghana,1971,2670000,2400000,1050000,420000
Ghana,1972,2740000,2450000,1100000,411000
Ghana,1973,2810000,2500000,1150000,409000
Ghana,1974,2870000,2550000,1200000,410000
Ghana,1975,2950000,2620000,1250000,415000
Ghana,1976,3050000,2680000,1300000,420000
Ghana,1977,3180000,2760000,1350000,434000
Ghana,1978,3310000,2850000,1400000,458000
Ghana,1979,3430000,2950000,1450000,484000
Ghana,1980,3550000,3050000,1500000,497000
Ghana,1981,3660000,3160000,1550000,496000
Ghana,1982,3750000,3300000,1600000,506000
Ghana,1983,3840000,3440000,1650000,530000
Ghana,1984,3910000,3570000,1690000,549000
Ghana,1985,3990000,3660000,1720000,561000
Ghana,1986,4080000,3750000,1740000,576000
Ghana,1987,4150000,3850000,1770000,594000
Ghana,1988,4220000,3970000,1800000,615000
Ghana,1989,4280000,4100000,1830000,638000
Ghana,1990,4360000,4240000,1860000,664000
Ghana,1991,4440000,4370000,1900000,692000
Ghana,1992,4530000,4500000,1930000,722000
Ghana,1993,4620000,4640000,1960000,754000
Ghana,1994,4720000,4780000,2000000,787000
Ghana,1995,4800000,4930000,2040000,819000
Ghana,1996,4870000,5080000,2080000,852000
Ghana,1997,4950000,5240000,2130000,886000
Ghana,1998,5030000,5420000,2190000,920000
Ghana,1999,5120000,5620000,2260000,954000
Ghana,2000,5240000,5810000,2330000,986000
Ghana,2001,5400000,6000000,2420000,1020000
Ghana,2002,5550000,6200000,2530000,1050000
Ghana,2003,5680000,6420000,2650000,1080000
Ghana,2004,5810000,6640000,2770000,1110000
Ghana,2005,5920000,6850000,2900000,1140000
Ghana,2006,6040000,7080000,3020000,1170000
Ghana,2007,6140000,7300000,3160000,1190000
Ghana,2008,6240000,7530000,3300000,1220000
Ghana,2009,6340000,7740000,3450000,1250000
Ghana,2010,6420000,7950000,3590000,1290000
Ghana,2011,6510000,8160000,3730000,1320000
Ghana,2012,6620000,8370000,3880000,1350000
Ghana,2013,6730000,8580000,4030000,1390000
Ghana,2014,6860000,8770000,4180000,1430000
Ghana,2015,6990000,8950000,4340000,1470000
Ghana,2016,7120000,9130000,4500000,1520000
Ghana,2017,7230000,9310000,4670000,1570000
Ghana,2018,7320000,9470000,4850000,1620000
Ghana,2019,7380000,9620000,5040000,1680000
Ghana,2020,7450000,9800000,5230000,1740000
Ghana,2021,7520000,10000000,5390000,1820000
Ghana,2022,7580000,10200000,5560000,1900000
Ghana,2023,7670000,10400000,5750000,2000000
Ghana,2024,7750000,10600000,5940000,2090000
Gibraltar,1950,3470,7170,5420,2370
Gibraltar,1951,3540,7010,5360,2370
Gibraltar,1952,3630,6910,5380,2410
Gibraltar,1953,3720,6830,5430,2460
Gibraltar,1954,3760,6740,5480,2510
Gibraltar,1955,3780,6670,5540,2570
Gibraltar,1956,3740,6630,5580,2620
Gibraltar,1957,3590,6590,5610,2670
Gibraltar,1958,3390,6540,5650,2710
Gibraltar,1959,3220,6480,5710,2740
Gibraltar,1960,3190,6390,5740,2790
Gibraltar,1961,3330,6280,5780,2860
Gibraltar,1962,3620,6200,5840,2920
Gibraltar,1963,4020,6180,5910,2980
Gibraltar,1964,4360,6250,5970,3060
Gibraltar,1965,4510,6510,6000,3140
Gibraltar,1966,4520,6870,6040,3220
Gibraltar,1967,4530,7210,6070,3290
Gibraltar,1968,4500,7560,6110,3370
Gibraltar,1969,4450,7900,6160,3450
Gibraltar,1970,4390,8180,6240,3510
Gibraltar,1971,4410,8300,6290,3590
Gibraltar,1972,4500,8310,6290,3690
Gibraltar,1973,4590,8320,6320,3780
Gibraltar,1974,4660,8350,6340,3860
Gibraltar,1975,4720,8400,6370,3940
Gibraltar,1976,4730,8460,6430,4000
